TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
3,2394,2433,2875,2874,1329,2464,2170,2042,2152,1584,2305,2297,2898,2640,2979,NA,NA,NA,NA,NA,2394,2433,2464,2875,1329,2305,2170,2042,2874,2297,2394,2433,2297,2875,2874,2170,2305,2042,2464,2152,2394,2433,2874,2875,2042,2170,2305,2152,2875,2042,2152,2874,2394,2433,1584,1329,2170,2297,2979,2640,2042,2394,2874,2875,1584,1329,2042,1329,2874,2875,1584,2152,2433,2042,2640,2874,2297,2394,1584,2152,2433,2394,2875,2297,2042,2874,2433,2394,2297,2042,2464,2871,2308,2394,2042,NA,75
4,2608,2549,2803,2805,2415,2802,2806,2458,2448,2416,2686,2772,2661,2611,2633,NA,NA,NA,NA,NA,2608,2549,2802,2416,2448,2803,2806,2458,2805,2415,2608,2549,2802,2416,2448,2803,2806,2458,2805,2415,2802,2549,2416,2448,2608,2806,2805,2415,2802,2806,2805,2448,2549,2803,2416,2633,2458,2608,2611,2415,2802,2805,2448,2806,2416,2633,2802,2805,2448,2806,2416,2633,2549,2608,2416,2448,2803,2802,2805,2633,2549,2805,2416,2803,2608,2448,2802,2549,2608,2686,2803,1907,2423,2608,2549,NA,75
5,2792,2166,2791,2295,2794,1883,2312,2275,2797,2796,2417,2342,2466,2346,2705,NA,NA,NA,NA,NA,2791,2166,2417,2275,2295,1883,2312,2792,2794,2797,2791,2166,2417,2275,2295,1883,2312,2792,2794,2797,2791,2166,2275,2295,1883,2312,2792,2797,2792,2166,2295,2796,2275,2312,2797,2794,2417,2342,2346,2705,2166,2295,2796,2312,2797,2794,2166,2295,2796,2312,2797,2794,2791,2166,2295,2794,1883,2312,2797,2796,2166,2791,2295,2312,1883,2794,2791,2312,2166,1883,2792,2266,1798,2791,2312,NA,75
6,2279,2420,1204,2290,2185,2453,1808,1784,2452,2319,2751,2646,1970,2524,2624,NA,NA,NA,NA,NA,2279,2420,1204,2185,1784,2453,1808,1970,2524,2319,2279,2420,1204,2185,1784,2453,1808,1970,2524,2319,2420,1204,2279,2185,1808,1784,2524,2319,2420,2279,2290,2185,1808,1204,2452,2319,2646,1784,2524,2624,2420,2185,2290,1808,2452,2319,2420,2185,2290,1808,2452,2319,2420,2279,2185,2290,1808,1204,2452,2319,2420,2279,2185,1808,1204,2319,2279,1204,1784,2420,1808,2479,2236,2279,1204,NA,75
7,1833,2396,1913,1634,1681,1838,2196,2467,2377,2332,2195,2099,2336,1472,2304,NA,NA,NA,NA,NA,1833,2396,1913,1838,2332,2336,2196,2467,1634,1681,1833,2396,1913,1838,2304,2336,2196,2467,1634,1681,2336,2467,1634,1681,1833,2099,1472,2304,1838,2396,2377,2332,1833,2336,1634,1681,2467,1913,1472,2304,2396,1634,1681,2196,2377,2332,2396,1634,1681,2196,2377,2332,1913,2196,1634,1681,2336,2467,1472,2304,2396,2377,2332,2467,1634,1681,1913,2467,1833,2396,1838,2045,2267,2396,2467,NA,75
8,2731,2208,2704,2696,2566,1929,2254,2503,2144,1286,2629,2697,2614,2652,2668,NA,NA,NA,NA,NA,1929,2208,2503,1286,2566,2731,2254,2704,2144,2668,1929,2208,2503,1286,2566,2731,2254,2704,2144,2668,2208,2503,1286,2566,1929,2731,2144,2668,2503,2697,2668,2566,1929,2629,1286,2144,2614,2704,2696,2652,2629,2668,2566,2208,1286,2144,2629,2668,2566,2208,1286,2144,2208,2503,2696,1286,2629,2731,2144,2566,2208,2503,1286,2629,2731,2566,1929,2208,1286,2731,2144,2626,2498,1286,2731,NA,75
9,2272,2557,2389,1317,1996,2556,1284,1415,1454,2788,2198,2269,2597,2011,2765,NA,NA,NA,NA,NA,2272,2557,2389,2597,1996,2269,1284,2198,1415,2765,2272,2557,2389,2597,1996,2269,1284,2198,1415,2765,2272,2557,1317,1996,2597,1284,2011,2765,2272,2269,1317,1996,2597,2557,2011,2765,2389,1284,1454,2788,2269,1317,1996,2557,2011,2765,2269,1317,1996,2557,2011,2765,2272,2557,1317,1996,2597,2269,2011,2765,2272,2557,1996,2597,2269,1317,2557,2272,2269,2597,1284,2666,2664,2557,2272,NA,75
14,2238,2867,2384,2810,1633,2201,2865,2419,2869,2926,2745,2681,2406,2142,2955,NA,NA,NA,NA,NA,2238,2867,2384,2869,2810,2406,2865,2419,2955,1633,2238,2867,2384,2869,2810,2406,2865,2419,2955,1633,2238,2867,2869,1633,2384,2865,2955,2810,2238,2867,2810,1633,2419,2865,2869,2926,2745,2384,2142,2955,2867,2810,2869,2865,1633,2926,2867,2810,2869,2865,1633,2926,2238,2867,2810,2869,2384,2865,1633,2955,2238,2867,2810,2384,2865,2869,2810,1633,2238,2869,2384,2410,1852,2238,2865,NA,75
15,2811,2820,2613,2184,1588,2330,1878,2562,2340,1980,2814,2815,2818,2812,2816,NA,NA,NA,NA,NA,2814,2815,2818,2330,2811,2613,1878,2562,2816,2340,2814,2815,2818,2330,2811,2613,1878,2562,2816,2340,2815,2818,2330,2811,2814,2562,2816,2340,2330,2820,2812,1588,2815,2814,2816,2811,2613,1878,2184,1980,2330,2812,1588,2815,2816,1980,2330,2812,1588,2815,2816,1980,2815,2814,1588,2812,2818,2330,2820,2816,2815,2814,2812,2818,2330,2816,2818,2815,2330,2562,2814,2217,2540,2815,2330,NA,75
16,2644,2505,2800,2563,2281,2882,2880,2881,2325,2799,1452,2883,2287,1934,2785,NA,NA,NA,NA,NA,2882,2505,2881,2287,2281,2644,2880,2800,1452,2325,2882,2505,2881,2287,2281,2644,2880,2800,1452,2325,2505,2882,2799,2281,2880,2800,2563,2325,2880,2883,2563,2281,2287,2644,2799,2325,2881,2505,1934,2785,2883,2563,2281,2644,2799,2325,2883,2563,2281,2644,2799,2325,2505,2882,2563,2281,2880,2644,2799,2325,2505,2882,2281,2880,2287,2563,2882,2880,2644,2800,2883,2879,2878,2882,2880,NA,75
17,1539,2307,2569,2233,2462,2087,2437,1341,2315,2771,1524,2729,2248,2429,2407,NA,NA,NA,NA,NA,1539,2437,2569,2307,2233,2087,1524,1341,2462,2315,1539,2437,2569,2307,2233,2087,1524,1341,2462,2315,2307,1539,2233,2462,2437,2569,2771,2315,1341,2307,2233,2771,1539,2437,2315,2462,1524,2729,2429,2407,2307,2233,2771,2437,2315,2462,2307,2233,2771,2437,2315,2462,1539,2307,2233,2462,2569,2437,2315,2771,2307,1539,2462,2437,2569,2233,2307,1341,1539,2437,2569,1945,2376,2307,1539,NA,75
0,2561,2274,2353,2351,2386,2538,2770,2715,2574,2671,2719,2579,1680,2649,2504,NA,NA,NA,NA,NA,2538,2274,2353,2715,2574,2579,2770,2561,2719,2649,2538,2274,2561,2715,2574,2579,2770,2353,2719,2649,2561,2274,2715,2574,2353,2538,2719,2671,2538,2353,2386,2351,2561,2274,2649,2574,2579,2719,2671,2770,2274,2386,2351,2538,2649,2671,2274,2386,2351,2538,2649,2671,2561,2274,2351,2386,2715,2538,2671,2574,2274,2561,2351,2538,2353,2574,2715,2538,2274,2561,2719,2379,2757,2274,2538,NA,76
1,2580,2455,3241,3267,1961,2460,3240,1908,2596,2534,3237,2687,3238,2819,1658,NA,NA,NA,NA,NA,2460,2455,1908,1961,2596,2580,3240,3241,2534,3267,2580,3240,3241,3267,1961,3237,2455,1908,2596,1658,1908,2455,1961,3267,3240,2687,2819,2596,2455,3238,3267,2596,3240,2580,1961,2534,2460,1908,1658,2819,3238,3267,2596,3241,2819,1961,3238,3267,2596,3241,1961,1658,2455,1908,3267,1961,3240,2580,2596,2819,2455,2460,1961,1908,3237,3267,2580,2455,2460,3240,1908,2663,3239,2455,2580,NA,76
2,2889,2888,2887,2024,2891,2427,2398,2323,2783,2463,3030,2348,2599,1959,1433,NA,NA,NA,NA,NA,2427,2888,2887,2783,2889,2599,2398,2348,2891,2323,2427,2888,2887,2783,2889,2599,2398,2348,2891,2323,2887,2888,2889,2783,2427,2398,2323,2891,2323,2398,2783,2463,2889,2888,2024,2891,2427,2348,1959,1433,2398,2024,2323,2888,2783,2463,2398,2024,2323,2888,2783,2463,2887,2888,2889,2323,2427,2398,2783,2463,2888,2887,2323,2398,2427,2783,2887,2398,2427,2888,2889,2733,2884,2887,2427,NA,76
3,2305,2433,2875,2874,2152,2979,2170,2464,3262,3261,2640,2775,2703,2708,1584,NA,NA,NA,NA,NA,2305,2433,2875,2874,3261,2979,2170,2464,3262,2152,2305,2433,2875,2874,3261,2979,2170,2464,2152,3262,2305,2433,2874,3262,2170,2464,2152,3261,2875,2433,2874,3261,2170,2464,3262,1584,2305,2979,2152,2708,2433,2874,3262,2464,3261,1584,2433,2874,3261,2464,3262,1584,2875,2433,2874,3262,2464,2170,3261,1584,2875,2433,2874,2464,2170,2152,2433,2875,2464,2170,2305,2871,2034,2433,2875,NA,76
4,2805,2806,2803,2416,2448,2686,2772,2661,2415,2633,2978,3243,2458,2375,2802,NA,NA,NA,NA,NA,2805,2806,2803,2416,2448,2686,3243,2661,2415,2633,2805,2806,2803,2416,2448,2686,3243,2661,2633,2415,2805,2806,2416,2448,2458,3243,2633,2415,2661,2772,2416,2448,2458,3243,2415,2633,2805,2806,2375,2802,2806,2416,2448,3243,2805,2633,2806,2416,2448,3243,2805,2633,2805,2806,2416,2448,2803,3243,2415,2633,2806,2805,2448,3243,2803,2416,2802,2805,2803,2686,2661,1907,3242,2805,2803,NA,76
5,2792,2275,2791,2705,2346,2417,2466,3019,3260,2794,2903,2647,2782,2547,3269,NA,NA,NA,NA,NA,2791,2275,2417,2794,2792,2782,2466,2647,2346,2903,2791,2275,2417,2794,2792,2782,2466,2647,2346,2903,2791,2466,2792,2794,2417,2275,2903,2346,2792,2466,2794,2705,2417,2275,3260,2346,3019,2647,2547,3269,2466,2794,2705,2275,3260,2346,2466,2794,2705,2275,3260,2346,2791,2466,2792,2794,2417,2275,2647,2705,2466,2791,2794,2275,2417,2705,2791,2275,2792,2466,2417,3258,2266,2791,2275,NA,76
6,1808,2420,1784,2524,2185,2751,2646,1970,2452,2624,2699,2784,2963,1710,2499,NA,NA,NA,NA,NA,1808,2420,1784,2185,2751,2963,2646,1970,2524,2624,1808,2420,1784,2185,2751,2963,2646,1970,2524,2624,2420,1784,2524,2185,2646,1808,2452,2624,2420,1784,2524,2185,2646,1808,2452,2624,2784,2751,1710,2499,2420,2524,2185,1808,2452,2624,2420,2524,2185,1808,2452,2624,2420,1784,2524,2185,2646,1808,2452,2624,2420,1784,2185,2646,1808,2452,2420,1784,1808,1970,2646,2479,2821,2420,1784,NA,76
7,1833,2099,2336,1681,2377,3226,2196,3227,3230,1472,3228,3231,3229,3232,1634,NA,NA,NA,NA,NA,1833,2099,2336,1681,2377,3226,2196,3227,3230,1472,1833,2099,2336,1681,2377,3226,2196,3228,3230,1472,2196,3228,3232,1472,3227,3226,3230,1681,2196,3229,1681,2377,2336,1833,3230,1472,2099,3227,3232,1634,3228,3230,1472,3229,2377,3232,3228,3232,2377,3229,3230,1472,3228,3229,3232,1472,3227,3226,3230,1681,3226,3232,1472,3228,3230,2377,1833,2336,2099,1681,2196,2045,2267,1833,2336,NA,76
8,2731,2208,2704,2629,2566,2503,1929,3266,2696,2962,2931,2367,1409,2652,2668,NA,NA,NA,NA,NA,2731,2208,2704,2629,2566,2503,1929,2931,2696,2962,2704,2208,2731,2629,2566,2503,1929,2931,2962,2696,2208,2503,2629,2566,1929,2731,2931,2696,2503,2704,2629,2566,1929,3266,2696,2962,2731,2931,2668,2652,2208,2629,2566,3266,2696,2962,2208,2629,2566,3266,2696,2962,2208,2731,2629,2566,1929,2704,2696,2962,2208,2731,2566,2503,2704,2629,1929,2731,2208,2704,2503,3264,3133,2731,2208,NA,76
9,2788,2328,2589,1454,2011,2198,1284,2597,1317,1996,1415,2556,3053,2765,2553,NA,NA,NA,NA,NA,2198,1284,2597,1454,1996,2788,2328,2589,2011,2553,2198,1284,2597,1454,1996,2788,2328,2589,2011,2553,2597,1284,1454,1996,2788,2328,2011,2553,2328,2788,2011,2765,1284,2198,1317,1996,2556,2589,1454,2553,2328,2011,2765,1284,1317,1996,2328,2011,2765,1284,1317,1996,2198,2328,1317,1996,2788,1284,2011,1454,2198,2328,1996,2788,1284,2011,2597,2328,1284,2198,2788,2666,2664,2597,2328,NA,76
14,2981,2669,2419,1633,2955,2406,2745,2681,2694,2142,2865,2867,2201,2869,2926,NA,NA,NA,NA,NA,2865,2867,2419,2926,1633,2981,2669,2201,2869,2955,2865,2867,2419,2926,1633,2981,2669,2201,2869,2955,2419,2867,2926,1633,2865,2669,2869,2955,2419,2867,2926,1633,2865,2669,2869,2955,2201,2745,2694,2142,2867,2926,1633,2865,2869,2955,2867,2926,1633,2865,2869,2955,2419,2867,2926,2869,2201,2865,1633,2955,2419,2867,1633,2201,2865,2869,2201,2681,2869,1633,2694,2410,2374,2867,2865,NA,76
15,2811,2613,3247,2184,1980,2814,2815,2818,2812,2816,1878,2254,3248,2820,1588,NA,NA,NA,NA,NA,2814,2815,2818,2816,2811,1878,2254,3248,1980,1588,2814,2815,2818,2816,2811,1878,2254,3248,1980,1588,2815,2818,2816,2811,2814,2254,1980,1588,2613,2811,2812,2820,2815,2814,2184,2816,3247,1878,1588,1980,2613,2812,2820,2815,2816,2184,2613,2812,2820,2815,2816,2184,2815,2814,2816,2812,2818,2254,2820,1588,2815,2814,2812,2818,2254,2816,2818,2815,1878,2814,2613,2217,2807,2815,2818,NA,76
16,2273,2138,2798,3252,3250,2882,2880,2881,2563,2785,1452,2883,3251,2325,3249,NA,NA,NA,NA,NA,2882,2880,2881,3251,2563,1452,2883,2273,3249,2325,2882,2880,2881,1452,2563,3251,2883,2273,3249,2325,2882,2880,2563,3251,1452,2883,2325,3249,2881,2883,2563,2785,1452,2880,3252,2325,2882,3251,3249,3250,2883,2563,2785,2880,3252,2325,2883,2563,3249,2880,3252,2325,2882,2883,2563,2785,2881,2880,3252,2325,2882,2883,2563,2881,2880,2325,2882,2880,2883,1452,2881,2879,2878,2880,2881,NA,76
17,1539,2437,1341,2233,2462,2087,2729,3233,2315,3234,2248,1524,2771,3236,2429,NA,NA,NA,NA,NA,1539,2437,1341,2462,2233,2087,2729,3233,2315,3234,1539,2437,1341,2462,2233,2087,2729,3233,2315,3234,2437,1539,2233,2462,2729,3233,2315,3234,1341,2729,2233,2315,1539,2437,3234,2462,3233,1524,3236,2429,2729,2233,2315,2437,3234,2462,2729,2233,2315,2437,3234,2462,1539,2437,2233,2462,1341,2729,2315,3234,2437,1539,2233,2729,1341,2462,1341,2437,1539,1524,2729,3235,1945,1539,2437,NA,76
18,3187,2697,1902,2778,2976,3245,2611,3244,3035,3042,2384,2885,2389,2796,2340,NA,NA,NA,NA,NA,1902,2885,2389,2384,2340,3245,2611,2697,2796,3042,1902,2885,2389,2384,2340,3245,2611,2697,2796,3042,2885,2389,2796,2340,1902,2384,2778,3042,2885,2389,2796,2340,2611,2384,3042,2778,1902,3245,3035,2976,2885,2796,2340,1902,3042,2778,2885,2796,2340,1902,3042,2778,2885,2389,2796,2340,1902,2384,3042,2778,2885,2389,2340,1902,2384,2796,2389,2885,2384,2611,3244,2236,2636,2389,2885,NA,76
19,2453,3255,2800,2810,1329,2898,3253,3257,2539,2755,1411,2195,2550,2872,1654,NA,NA,NA,NA,NA,2453,3255,2800,1329,3253,2898,2195,1411,3257,2810,2453,3255,2800,1329,3253,2898,2195,1411,3257,2810,2453,3255,1329,2810,2800,3253,2539,2755,2453,2898,1329,2810,3253,3257,1654,2539,1411,2800,2755,2872,2453,1329,2810,3255,2539,1654,2453,1329,2810,3255,2539,2872,3255,2453,1329,2810,3253,3257,2755,2539,2453,3257,1329,3255,2800,2810,2453,3257,3255,3253,1411,2560,3254,2453,3257,NA,76
0,2579,2274,2719,2351,3096,2930,2993,2561,2649,2770,2587,3292,3053,2547,1415,NA,NA,NA,NA,NA,2719,2274,2561,2351,3096,2579,2993,2930,2649,2770,2719,2274,2561,2351,3096,2579,2993,2930,2649,2770,2561,2274,2351,2649,2993,2579,3096,2770,2561,2274,2351,3096,2579,2719,2770,2649,2993,2930,2547,1415,2274,2351,3096,2579,2770,2649,2274,2351,3096,2579,2770,2649,2561,2274,2351,3096,2993,2579,2649,2770,2274,2561,2351,2993,2579,3096,2274,2561,2930,2993,2719,2983,2757,2274,2930,NA,77
1,2460,3240,3237,3372,2081,3209,3238,2035,1769,2574,2580,2455,1908,3241,2952,NA,NA,NA,NA,NA,2580,2455,1908,1769,2574,3237,3240,2460,2952,2035,2580,2455,1908,2574,1769,3237,3240,2460,2952,2035,1908,2455,2574,1769,3240,2580,2952,2035,3240,3238,2081,3372,3209,3237,2574,3241,2455,2580,2952,1769,3238,3372,2081,3240,3241,2574,3238,2081,3372,3240,3241,2574,2455,1908,1769,2574,3240,2580,2035,2952,2455,2460,1769,1908,3237,2574,1908,2580,2455,3240,2460,2680,3239,2455,2580,NA,77
2,2889,2888,2887,2783,2463,2715,2348,2599,2891,2671,3030,2960,2688,2024,2895,NA,NA,NA,NA,NA,2715,2888,2887,2889,2783,2688,2348,2599,3030,2891,2715,2888,2887,2889,2783,2688,2348,2599,3030,2891,2887,2888,2889,2783,2599,2348,2715,2891,3030,2960,2024,2895,2715,2348,2891,2671,2889,2888,2783,2463,2960,2024,2671,2888,2891,2463,2960,2024,2671,2888,2891,2463,2887,2888,2463,2783,2889,2348,2891,2671,2888,2887,2783,2348,2889,2671,2887,2888,2889,2715,2599,2884,2626,2887,2715,NA,77
3,2464,2305,2875,2708,3262,2775,3243,2661,2874,3261,2979,2170,2183,2152,2640,NA,NA,NA,NA,NA,2305,3243,2875,2464,3261,2979,2775,2661,2708,3262,2775,2305,2875,2464,3261,2979,3243,2661,2708,3262,2305,2875,2464,3261,3243,2661,2708,3262,2305,2661,2874,3262,3243,2464,2708,3261,2775,2875,2152,2640,2305,2874,3262,3243,3261,2708,2305,2874,3262,3243,3261,2708,2875,2464,2874,3262,2661,2305,3261,2708,2875,2464,2874,2661,2305,3261,2875,2661,2464,2305,3243,3407,2871,2305,2875,NA,77
4,2415,2942,2978,2416,2448,2686,2458,3168,2525,2633,2877,2772,2747,1356,2603,NA,NA,NA,NA,NA,2686,2458,2978,2416,2448,2415,2942,2772,2525,2633,2686,2458,2978,2416,2448,2415,2942,2772,2525,2633,2686,2458,2416,2448,2978,2942,2525,2633,2686,2942,2416,2448,2978,2772,2633,2415,2603,2747,1356,2525,2686,2633,2415,2978,2416,2448,2686,2633,2448,2978,2416,2525,2686,2942,2416,2448,2458,2772,2415,2633,2686,2942,2448,2458,2772,2416,2686,2458,2772,2415,2978,1907,2977,2686,2458,NA,77
5,2417,2275,2782,2346,2705,3409,3019,3410,3408,3267,2342,2466,2647,3269,3260,NA,NA,NA,NA,NA,2782,2275,3019,2417,3260,3410,2466,2647,3409,2705,2782,2275,3019,2417,3260,3410,2466,2647,3409,2705,2782,2275,2417,3260,3019,2466,3409,2705,2417,2466,3260,2705,3409,2275,3267,3269,2782,3019,2346,3408,2466,3260,2705,2275,3267,3269,2466,3260,2705,2275,3267,3269,2275,2417,3260,2705,2466,2782,3267,3269,2275,2417,2705,2466,2782,3260,3019,2782,2417,2275,2466,3258,3411,2275,2417,NA,77
6,1808,2699,1970,2524,2624,2751,2578,2963,1710,2499,2928,2965,2929,2577,2784,NA,NA,NA,NA,NA,1808,2699,1970,2624,2751,2963,2965,2929,1710,2524,1808,2699,1970,2624,2751,2963,2965,2929,1710,2524,1808,1970,2624,2524,2699,2751,1710,2499,1808,1970,2524,2624,2699,2751,2784,2499,2578,2963,1710,2577,1808,2524,2624,2699,2784,2499,1808,2524,2624,1970,2784,2499,1808,1970,2524,2624,2699,2751,1710,2499,1808,1970,2524,2699,2751,2624,1808,1970,2751,2699,2963,2479,2733,1808,2751,NA,77
7,3228,2099,2336,3230,3232,3229,2196,3227,2919,3186,3226,2687,2911,1584,3231,NA,NA,NA,NA,NA,3228,2099,2336,3232,3229,3227,2196,2911,3230,3231,3228,2099,2336,3232,3229,3227,2687,2911,3230,3231,2687,2911,2919,3230,2196,3227,3229,3231,2099,2336,3230,3232,2196,3228,2919,3186,3229,3227,1584,3231,2911,3230,3232,2687,2919,3186,2911,2919,3186,2687,3230,3232,3228,3186,3230,3232,2196,2336,2919,3229,2099,3229,3230,2336,2919,3232,2336,2099,3228,3229,3232,2267,2943,2336,2099,NA,77
8,2931,2731,2704,3406,2566,2629,1929,3266,2533,3405,3389,2208,3404,2696,2144,NA,NA,NA,NA,NA,2931,2731,2704,2566,3406,2629,1929,3266,3405,2533,2931,2731,2704,2566,3406,2629,1929,3266,3405,2533,2704,2731,2566,3406,2629,3266,3405,2533,2208,2704,3406,2566,2931,3266,2533,3405,1929,2629,NA,2696,3266,3406,2566,2629,2533,3405,3266,3406,2566,2629,2533,3405,2931,2731,3405,2566,2629,2704,2533,3406,2931,2731,3405,2629,2704,2566,1929,2731,2208,2704,2931,3264,3074,2731,2208,NA,77
9,2198,2788,2589,1317,1996,2553,3043,1942,2765,1454,2890,2974,3035,2442,2011,NA,NA,NA,NA,NA,2198,2788,2589,1317,1996,1942,3043,2974,2765,1454,2198,2788,2589,1317,1996,1942,3043,2974,2765,1454,2198,2788,1317,1996,2589,3043,2765,1454,2198,2788,1317,1996,2589,3043,2765,1454,2553,2974,2442,2011,2788,1317,1996,3043,2765,1454,2788,1317,1996,1942,2765,1454,2198,2788,1317,1996,2589,3043,2765,1454,2198,2788,1317,3043,2589,1454,2788,2589,2553,1454,1996,2664,3018,2788,1454,NA,77
14,2419,2867,2201,1633,2955,2926,2865,2745,2406,2278,2981,2669,2694,2869,2142,NA,NA,NA,NA,NA,2419,2867,2201,1633,2926,2981,2669,2745,2955,2694,2419,2867,2201,1633,2406,2981,2669,2745,2694,2955,2419,2867,1633,2406,2865,2669,2694,2955,2419,2867,1633,2955,2926,2669,2406,2278,2981,2865,2869,2142,2867,1633,2955,2865,2406,2278,2867,1633,2955,2865,2406,2278,2419,2867,1633,2955,2865,2669,2926,2406,2419,2867,1633,2865,2669,2955,2201,2745,2926,2694,2869,2374,2634,2867,2865,NA,77
15,1878,2254,3248,1588,3398,1409,2613,3399,1980,3247,2907,2703,3187,3219,2197,NA,NA,NA,NA,NA,1878,2254,3248,3398,1980,3247,2613,3187,1409,2197,1878,2254,3248,3398,1980,3247,2613,3187,1409,2197,1878,2254,3398,1409,3248,2613,1980,2197,2613,1878,3398,1980,2254,3247,3219,2197,2703,3248,1588,1409,2254,3398,1980,2613,1409,2197,2254,3398,1980,2613,1409,2197,2254,1878,1980,2197,2613,3247,3398,3219,2254,1878,1980,2613,3247,3398,1878,2613,3248,2254,2703,2217,2498,1878,2613,NA,77
16,1452,2883,3251,1329,3249,2882,2880,2881,3250,2785,3402,2220,3401,2690,3252,NA,NA,NA,NA,NA,2882,2880,2881,1452,1329,3251,2883,3402,3249,3250,2882,2880,2881,1452,1329,3251,2883,3402,3249,3250,2882,2880,1452,1329,2881,2883,3251,3250,2881,2883,2785,3249,1452,2880,3250,1329,2882,3251,3402,3252,2883,1329,2785,2880,3252,3249,2883,1329,2785,2880,3250,3249,2882,2883,3250,2785,2881,2880,3252,1329,2882,2883,2785,2881,2880,1329,2882,2880,1452,2881,2883,2663,3400,2880,2881,NA,77
17,2087,1524,3233,3236,3234,2248,2729,2913,2899,2596,2429,2771,1680,2462,3059,NA,NA,NA,NA,NA,2087,1524,3233,3236,3234,2248,2729,2913,2899,2596,2087,1524,3233,3236,3234,2248,2729,2913,2899,2596,1524,2087,3236,3234,2729,3233,2899,2596,3233,2729,3236,3234,2087,1524,2899,2596,2429,2913,2462,3059,2729,3236,3234,1524,2899,2596,2729,3236,3234,1524,2899,2596,2087,1524,3236,3234,3233,2729,2899,2596,1524,3233,3234,2729,2087,3236,2087,3233,1524,2729,2248,3235,1945,2087,1524,NA,77
18,3245,2611,2976,3000,2340,3244,2885,2697,3224,3042,2542,2384,2352,3320,3152,NA,NA,NA,NA,NA,3245,2885,2611,2976,2340,2542,3244,2697,3000,3042,3245,2885,2611,2976,2340,2542,3244,2697,3000,3042,2885,3245,3000,2340,2611,3244,3224,3042,2885,2697,3000,2340,2611,3245,3224,3042,3244,2976,3320,3152,2885,3000,2340,2697,3224,3042,2885,3000,2340,2697,3224,3042,2885,3245,3042,2340,2611,3244,3000,3224,2885,3245,2340,2611,3244,3042,2542,2697,3245,2611,3244,2636,3077,2611,2885,NA,77
19,2898,3255,3257,2539,3179,1411,3253,2778,3335,2343,2550,2195,2681,2755,2872,NA,NA,NA,NA,NA,2898,3255,3253,3257,2539,1411,2778,2681,2195,3179,2898,3255,3253,2778,2539,1411,2195,2681,3335,3179,2898,3255,3179,2539,3253,2778,3335,2195,3257,1411,2539,3179,2195,2550,3335,2343,2755,3056,2872,2778,3257,2539,3179,1411,3335,2343,3257,2539,3179,1411,3335,2343,2898,3255,2539,3179,1411,3253,3335,2343,2898,3255,2539,1411,3253,3179,3255,1411,3257,3253,2681,3133,3254,3255,2898,NA,77
0,2719,2579,2930,3544,3542,2587,3292,3543,3389,2442,2959,2993,1415,3541,3127,NA,NA,NA,NA,NA,2719,2579,2930,3541,3544,2587,3292,3543,2993,3389,2719,2579,2930,3541,3544,2587,3292,3543,2993,3389,2587,2579,3541,3544,3292,2930,2993,3389,2719,2579,2442,3542,2587,3292,3127,3389,2959,2930,3541,3544,2719,2442,3542,2587,3127,3389,2719,2442,3542,2587,3127,3389,2719,2579,3544,3542,2587,3292,2442,3389,2719,2579,3544,2587,3292,3389,2719,2579,3292,2930,2587,2983,2757,2579,2719,NA,78
