TeamId,ES L1 LW,ES L1 C,ES L1 RW,ES L1 LD,ES L1 RD,ES L2 LW,ES L2 C,ES L2 RW,ES L2 LD,ES L2 RD,ES L3 LW,ES L3 C,ES L3 RW,ES L3 LD,ES L3 RD,ES L4 LW,ES L4 C,ES L4 RW,ES L4 LD,ES L4 RD,PP5on4 L1 LW,PP5on4 L1 C,PP5on4 L1 RW,PP5on4 L1 LD,PP5on4 L1 RD,PP5on4 L2 LW,PP5on4 L2 C,PP5on4 L2 RW,PP5on4 L2 LD,PP5on4 L2 RD,PP5on3 L1 LW,PP5on3 L1 C,PP5on3 L1 RW,PP5on3 L1 LD,PP5on3 L1 RD,PP5on3 L2 LW,PP5on3 L2 C,PP5on3 L2 RW,PP5on3 L2 LD,PP5on3 L2 RD,PP4on3 L1 F1,PP4on3 L1 F2,PP4on3 L1 LD,PP4on3 L1 RD,PP4on3 L2 F1,PP4on3 L2 F2,PP4on3 L2 LD,PP4on3 L2 RD,PK4on5 L1 F1,PK4on5 L1 F2,PK4on5 L1 LD,PK4on5 L1 RD,PK4on5 L2 F1,PK4on5 L2 F2,PK4on5 L2 LD...56,PK4on5 L2 LD...57,PK4on5 L3 F1,PK4on5 L3 F2,PK4on5 L3 LD...60,PK4on5 L3 LD...61,PK3on5 L1 F1,PK3on5 L1 LD,PK3on5 L1 RD,PK3on5 L2 F1,PK3on5 L2 LD...66,PK3on5 L2 LD...67,PK3on4 L1 F1,PK3on4 L1 LD,PK3on4 L1 RD,PK3on4 L2 F1,PK3on4 L2 LD...72,PK3on4 L2 LD...73,4on4 L1 F1,4on4 L1 F2,4on4 L1 LD,4on4 L1 RD,4on4 L2 F1,4on4 L2 F2,4on4 L2 LD...80,4on4 L2 LD...81,3on3 L1 F1,3on3 L1 LD,3on3 L1 RD,3on3 L2 F1,3on3 L2 LD...86,3on3 L2 LD...87,Shootout 1,Shootout 2,Shootout 3,Shootout 4,Shootout 5,Goalie 1,Goalie 2,Extra Attacker 1,Extra Attacker 2,...97,season
13,3378,3417,3021,3766,3825,4537,3701,3992,4276,4110,3277,2794,2457,2207,1622,NA,NA,NA,NA,NA,3378,3417,3277,3766,3825,4537,3701,3992,4276,1622,3378,3417,3277,3766,3825,4537,3701,3992,4276,1622,3378,3417,3766,3825,3992,3701,4276,1622,3378,3417,3766,3825,3992,3701,1622,4276,3277,2794,2207,4110,3417,3766,3825,3378,4276,1622,3417,3766,3825,3378,4276,1622,3277,3417,3766,3825,2794,3378,4276,1622,3417,3277,3825,3378,2794,3766,4537,3378,3417,3701,3992,3547,3588,3378,3992,NA,80
14,3294,3505,781,4352,4065,4705,4775,3665,3486,4031,3491,3757,4731,3569,4972,NA,NA,NA,NA,NA,3294,3505,3491,4352,3486,4705,4775,781,3569,4031,3294,3505,3491,4352,3486,4705,4775,3665,3569,4031,3505,3757,4352,3491,3665,3294,3486,3569,3505,3491,4065,4352,3757,3294,3569,3486,4775,3665,4972,4031,3505,4352,4065,3665,4031,3569,3505,4352,4065,3665,4031,3569,3505,3491,4352,3569,3757,3665,3486,4031,3505,3491,4352,3757,3665,3486,3505,3665,3294,781,4775,3750,1413,3294,781,NA,80
15,4206,3527,3496,3578,4354,3735,3287,3879,3738,3321,4860,2892,2984,2440,3640,NA,NA,NA,NA,NA,4206,3527,3496,3578,4354,3735,3287,3879,3738,3640,4206,3527,3496,3287,4354,3735,2892,3879,3578,3640,3496,3527,3321,4354,3879,3287,3578,3640,2984,3287,2440,3321,3496,3527,3578,4354,4860,2892,3738,3640,3287,2440,3321,3527,3738,3640,3287,2440,3321,3527,3738,3640,3496,3527,3321,4354,3879,3287,3738,3578,3527,3496,4354,3287,3879,3578,3287,3527,3496,4206,3879,2595,4478,3527,3496,NA,80
18,4360,3593,3806,4092,3609,4560,4172,4571,3178,4288,4762,4668,2564,4461,4027,NA,NA,NA,NA,NA,3593,4172,3806,4092,3609,4560,4571,4360,3178,4288,3593,4172,3806,4092,3609,4560,4571,4360,3178,4288,3593,3806,3609,4092,4360,4172,3178,4288,4172,3806,3178,4288,4360,3593,4461,4027,4560,4571,4092,3609,3806,3178,4288,4172,4092,4027,3806,3178,4288,4172,4092,4027,3593,3806,4092,3609,4360,4172,3178,4288,3593,3806,3609,4360,4172,4092,3593,3806,4172,4360,3609,4455,4468,3593,3806,NA,80
19,4348,4247,4479,4443,4672,4398,4394,3589,4540,4503,4739,4769,4634,4831,4862,NA,NA,NA,NA,NA,4348,4394,4479,4540,4503,4398,4247,4634,4831,4862,4348,4247,4479,4540,4503,4398,4394,4634,4443,4672,4479,4247,4443,4672,4348,4394,4831,4862,4348,4247,4443,4672,4398,4394,4540,4503,4739,4769,4831,4862,4247,4443,4672,4394,4540,4503,4247,4443,4672,4394,4540,4503,4398,4394,4443,4672,4479,4247,4540,4503,4479,4247,4503,4398,4394,4540,4348,4398,4479,4394,3589,4517,4903,4247,4394,NA,80
20,4246,4232,4238,4402,4487,4515,4384,4449,4826,4588,4921,2615,4888,4866,4721,NA,NA,NA,NA,NA,4238,4232,4246,4487,4384,4515,4449,2615,4888,4588,4238,4232,4246,4487,4384,4515,4449,2615,4888,4588,4232,4246,4402,4487,4384,4238,4826,4588,4232,4246,4402,4487,4449,4238,4826,4588,4515,2615,NA,NA,4232,4402,4487,4449,4826,4588,4232,4402,4487,4449,4826,4588,4232,4246,4402,4487,4238,4449,4826,4588,4232,4246,4487,4449,4238,4826,4246,4232,4238,4384,4449,4278,4717,4246,4449,NA,80
21,4423,4349,4308,3237,3412,4856,3720,3029,3975,3258,4698,3882,4013,2488,4821,NA,NA,NA,NA,NA,3720,3882,4349,3412,3258,4013,3029,4423,3975,3237,3720,3882,4013,3412,3258,4308,4349,4423,3975,3237,3882,3029,3412,3258,4349,3720,3975,3237,3882,3720,3975,3258,4423,4349,2488,3237,4698,3029,3412,4821,3720,3975,3258,3882,2488,3237,3720,3975,3258,3882,3237,2488,3882,3720,3258,3412,4013,3029,3975,3237,3882,3720,3412,4013,3029,3258,3882,3720,4349,3029,3258,2921,4655,3882,3720,NA,80
0,4642,3960,3861,4353,4684,4584,3430,3751,4556,3915,4580,4693,4870,4491,4304,NA,NA,NA,NA,NA,4584,3430,3751,4556,3915,3861,3960,4642,4353,4684,4584,3430,3751,4556,3915,3861,3960,4642,4353,4684,3751,3430,4556,3915,4584,3960,4353,4684,4642,3430,4556,3915,4870,3960,4353,4684,4580,4693,4491,4304,3430,4556,3915,3960,4353,4684,3430,4556,3915,3960,4353,4684,3751,3430,4556,3915,4584,3960,4353,4684,3751,3430,3915,4584,3960,4556,3751,3430,3960,3915,4684,2575,4463,3915,3751,NA,81
1,4358,4593,4035,4412,4000,4714,4776,4261,4813,4879,4928,5005,2668,4212,4913,NA,NA,NA,NA,NA,4358,4593,4035,4412,4000,4714,4776,4261,4813,4879,4358,4593,4035,4412,4000,4714,4776,4261,4813,4879,4035,4358,4412,4000,2668,4261,4813,4879,5005,4261,4412,4000,4776,4714,4813,4879,4035,2668,4913,4212,5005,4412,4000,4261,4813,4879,5005,4412,4000,4261,4813,4879,4593,4035,4412,4000,4776,4358,4813,4879,4593,4358,4000,4776,4035,4412,4035,4358,4261,4714,4776,4943,4395,4035,4358,NA,81
2,4166,4229,4084,3159,4534,1506,4921,4785,4960,4153,3188,4871,2920,3356,3355,NA,NA,NA,NA,NA,4166,4229,4785,4534,4084,4871,4921,2920,3159,1506,4166,4229,4785,4534,4084,4871,4921,2920,3159,1506,4166,4229,4785,4534,4084,4921,4960,3159,4084,4921,4153,3356,3188,4229,4960,3355,1506,2920,3159,4534,4229,4153,3356,4166,3355,4534,4229,4153,3356,4166,3355,4534,4785,4229,3159,4534,4084,4166,4960,4153,4785,4229,4534,4084,4166,3159,4084,4785,4229,4166,3188,4704,3154,4229,4785,NA,81
3,4576,4490,3886,4127,4882,4607,3341,2794,4766,4429,3240,3142,4043,4623,4257,NA,NA,NA,NA,NA,4043,4490,3341,4127,4882,3886,4607,2794,4766,4576,4043,4490,3341,4127,4882,3886,4607,2794,4766,4576,4490,3341,4127,4882,4043,2794,4766,4576,4607,4576,4127,4882,4490,3886,4429,4766,3142,2794,4623,4257,4576,4127,4882,2794,4429,4766,4576,4127,4882,2794,4429,4766,4490,3886,4127,4882,2794,3341,4623,4766,4490,3886,4127,2794,3341,4766,4490,3886,3341,4043,4607,3122,4815,3341,4043,NA,81
4,3864,4314,4516,4397,4120,4551,4749,4616,4149,4049,3942,4457,2544,4885,2792,NA,NA,NA,NA,NA,4516,4314,3864,4120,4049,2544,4457,4616,4149,4397,4516,4314,3864,4120,4049,2544,4457,4616,4149,4397,3864,4516,4120,4049,4457,4616,4149,4397,3864,4314,4397,4120,4457,3942,4149,4049,4749,4551,4885,2792,4314,4397,4120,3942,4149,4049,4314,4397,4120,3942,4149,4049,3864,4516,4397,4120,4457,3942,4149,4049,3864,4516,4120,4457,3942,4049,4516,3864,4314,4616,4457,4102,4546,4616,4749,NA,81
5,4306,3789,3418,4532,3697,4242,4951,3581,4559,4299,3708,4223,4017,3585,4863,NA,NA,NA,NA,NA,4306,4223,3708,4532,3697,4017,3789,3418,3585,4299,4306,4223,3708,3697,4532,4017,3789,3418,3585,4863,4223,4306,3697,4532,3789,3708,3585,4863,4223,4306,3697,4863,3789,4951,4532,3585,NA,NA,NA,NA,4223,4532,4863,4951,3585,3697,4223,4532,4863,4951,3585,3697,4223,4306,3697,4532,3789,3708,3585,4863,4223,3697,4863,3789,3585,4532,4223,4306,3789,3708,4017,4329,4312,4223,4532,NA,81
6,4293,4323,3944,4026,4354,2947,3807,4075,4197,4235,3667,4770,3666,3478,3448,NA,NA,NA,NA,NA,4075,3807,3666,4197,4026,2947,4770,4293,3448,3478,4075,3807,3666,4197,4026,2947,4770,4293,3448,4235,2947,4323,3478,3448,4075,4770,4354,4026,4293,4323,4354,4235,4075,2947,3478,3448,NA,NA,NA,NA,4323,4354,4235,4293,3478,3448,2947,4354,4235,4323,3478,3448,2947,3807,4354,4026,3666,4075,3478,3448,4293,4770,3448,3666,4026,3478,4770,3666,3807,2947,4075,3746,4632,3666,2947,NA,81
7,3477,4636,2935,3645,3888,3362,3423,4032,4052,3455,4434,3658,3735,2440,369,NA,NA,NA,NA,NA,3362,3423,3477,4032,3888,3735,4636,4434,4052,3645,3362,3423,3477,4032,3888,3735,4636,4434,4052,3645,3362,3423,4032,3888,3477,4636,4052,3455,2935,4434,3455,4052,3362,3423,3645,3888,4636,3658,369,2440,2935,3455,2440,3362,3645,369,2935,3455,2440,4434,3645,369,3477,3423,3645,3455,3362,4636,4052,3888,3423,3477,3645,4636,3362,4052,2935,3477,3362,4052,4032,4854,3553,2935,4032,NA,81
8,3008,3956,4858,3906,3856,4792,4832,4697,4620,4041,4378,4484,4545,4530,4420,NA,NA,NA,NA,NA,4378,4484,4545,4530,4420,4792,4832,4697,3856,3906,4378,4484,4545,4530,4420,4792,4832,4697,3856,3906,4484,4545,4378,4420,3956,4792,3008,3906,4484,4378,4041,3856,4832,4792,4420,3906,3956,3008,4530,4620,4484,4378,4041,3956,3856,4420,4484,4378,4041,3956,3856,4420,4484,4378,4530,4420,4832,4792,3906,3856,4484,4378,4420,3956,3008,3906,4484,4378,4697,4545,4792,4411,4861,4484,4697,NA,81
9,4727,4774,4809,4730,4822,4718,4978,4993,4759,3991,1170,4340,4526,4939,3507,NA,NA,NA,NA,NA,4727,4774,4809,4822,4759,4718,4978,4993,4340,3991,4727,4774,4809,4822,4759,4718,4978,4993,4340,3991,4809,4774,4340,4822,4993,4978,3991,4759,4727,4774,4759,4730,4718,4978,3507,4822,4993,4340,4526,3991,4727,4759,4730,4718,3507,4822,4727,4759,4730,4718,3507,4822,4774,4809,4730,4822,4978,4993,4759,3991,4774,4809,4730,4978,4993,4822,4809,4727,4774,4718,4993,3900,4965,4809,4340,NA,81
10,3189,4380,4864,3504,4090,4661,3589,4454,4805,4553,4213,4345,4984,4898,4506,NA,NA,NA,NA,NA,4454,3589,4864,3189,4090,4213,4661,4345,4380,3504,4454,3589,4864,3189,4090,4984,4661,4345,4380,3504,4454,4864,3189,4090,3589,4661,4380,3504,3189,4454,4553,3504,4661,4380,4805,4506,4864,3589,4090,4898,3189,4553,3504,4454,4805,4506,3189,4553,3504,4454,4805,4506,3589,4661,4090,3189,4380,4864,4553,3504,3589,3189,4090,4864,4553,3504,3189,4864,4454,4661,4380,4024,4987,3189,4661,NA,81
11,2457,4500,4874,4985,4399,4922,4912,5007,4994,3781,4904,4764,3945,4681,2228,NA,NA,NA,NA,NA,4912,4500,4874,4985,4399,4922,4764,5007,2457,3781,4912,4500,4874,4985,4399,4922,4764,5007,2457,3781,4874,4500,3781,4399,4912,4764,4994,2228,4922,4912,4985,4399,4904,4764,4994,3781,3945,4500,4681,2228,4912,4985,4399,4764,4994,3781,4912,4985,4399,4764,4994,3781,4912,4500,4994,4399,4874,4764,3781,2228,4912,4500,4399,4874,4764,2228,4500,4874,3945,4764,4912,3843,4174,4500,4399,NA,81
12,3662,3524,3898,3395,4627,3606,3527,3648,2952,4849,4028,4003,3911,4167,3810,NA,NA,NA,NA,NA,4028,4003,3911,4167,3810,3648,3524,3898,3395,4627,4028,4003,3911,4167,3810,3648,3524,3898,3395,4627,4003,3911,4167,3810,3662,3524,3395,4627,4028,3524,3395,4627,3662,3527,4167,3810,3911,3606,2952,4849,3606,3395,4627,4028,4167,3810,3606,3395,4627,4028,4167,3810,3662,3524,3911,3810,3898,4003,4028,3395,3662,3524,3810,3898,4003,3395,3648,3524,3911,4003,3898,2828,4830,3911,3648,NA,81
13,3992,3701,3417,3766,3825,4480,4963,4537,4540,4276,3021,3378,3277,1622,4110,NA,NA,NA,NA,NA,3417,3701,3992,3766,3825,4537,4963,4480,4276,4540,3417,3701,3992,3825,3766,4537,4963,4480,4276,4540,3992,3701,3825,3766,3417,4537,4276,4540,3701,3277,4540,4110,3417,3992,3825,4276,3021,3378,1622,3766,4480,3766,4110,3021,4540,1622,4480,3766,4110,3021,4540,1622,3992,3701,3766,3825,3378,3417,4276,4110,3992,3701,3766,3378,3417,4276,3701,3992,3417,3277,3378,3547,3538,3992,3701,NA,81
14,4705,4775,4731,4352,4065,3491,3505,3665,3486,4031,4932,3757,3294,3569,4972,NA,NA,NA,NA,NA,4705,4775,4731,4352,3486,3491,3505,3665,3569,4031,4705,4775,4731,4352,3486,3491,3505,3665,3569,4031,3505,3491,4352,3665,4775,4705,4731,3569,3505,3491,4352,4065,3757,3294,3569,3486,4775,3665,4031,4972,3505,4352,4065,3665,4031,3569,3505,4352,4065,3665,4031,3569,3505,3491,4352,3569,4775,4731,3486,4031,3505,3491,4352,4775,4731,3569,3505,4775,4731,3665,3294,3750,1413,3505,3294,NA,81
15,4918,3287,3496,3578,3321,4415,4695,4706,4866,3738,4860,2892,3879,4214,4713,NA,NA,NA,NA,NA,4918,3287,3496,3578,4866,4415,4695,3879,3738,4214,4918,3287,3496,3578,4866,4415,4695,3879,3738,4214,3496,3287,3578,4866,3879,4415,3321,4214,3879,2892,3738,3321,4860,3287,4713,4866,3496,4695,3578,4214,2892,4713,3321,3879,3738,4866,2892,4713,3321,3879,3738,4866,3496,3287,3578,3321,3879,4695,3738,4866,3287,3496,3578,4695,3879,3321,3287,3496,4415,3879,3578,4478,2595,3496,3287,NA,81
18,4762,4668,2564,3178,4288,4560,4172,4571,4092,3609,4360,3593,3806,4461,4027,NA,NA,NA,NA,NA,3593,4172,3806,4092,3609,4560,4571,4360,4461,4288,3593,4172,3806,4092,3609,4560,4571,4360,4461,4288,4172,3806,3609,4092,4360,3593,4461,4288,4172,3806,4092,4288,4360,3593,4461,4027,4560,4571,3178,3609,4360,4092,4288,3806,4461,4027,4360,4092,4288,3806,4461,4027,3593,3806,4092,3609,4360,4172,3178,4288,3593,3806,3609,4360,4172,4092,4172,3593,3806,4360,4560,4512,4455,4172,3593,NA,81
19,4398,4394,4479,4739,4503,4348,4247,4634,4443,4672,4719,4769,4964,4831,4862,NA,NA,NA,NA,NA,4348,4394,4479,4739,4503,4634,4247,4398,4831,4862,4398,4247,4634,4443,4672,4348,4394,4479,4739,4503,4479,4394,4443,4672,4398,4247,4831,4862,4398,4247,4443,4672,4719,4769,4831,4862,4348,4394,4739,4503,4247,4443,4672,4394,4831,4862,4247,4443,4672,4394,4739,4503,4348,4394,4443,4672,4479,4247,4739,4503,4479,4247,4503,4348,4394,4443,4348,4398,4479,4394,4247,4517,4903,4247,4394,NA,81
20,4246,4232,4238,4588,4826,4449,4325,4015,4384,4487,4888,2615,4515,3290,4402,NA,NA,NA,NA,NA,4246,4325,4238,4588,4449,4515,4232,4015,4826,2615,4246,4325,4238,4588,4449,4515,4232,4015,4826,2615,4238,4325,4588,4246,4015,4232,4384,4449,4325,4449,4826,4487,4232,4888,4384,4588,4238,4246,4402,3290,4325,4826,4487,4449,4402,3290,4325,4826,4487,4449,4402,3290,4238,4325,4826,4588,4246,4232,4384,4487,4238,4325,4487,4246,4232,4588,4238,4015,4888,4384,4325,4278,4717,4325,4238,NA,81
21,4423,4349,4308,3237,3412,4856,3720,3029,3975,3258,4698,3882,4013,2488,4821,NA,NA,NA,NA,NA,4308,4349,3882,3412,3975,4013,3720,4423,3258,3237,4308,4349,3882,3412,3975,4013,3720,4423,3258,3237,3882,4349,3412,3975,4308,3720,3258,3237,3882,3720,3237,3258,4423,4349,2488,3975,4856,4698,3412,4821,4349,3237,3258,3882,2488,3975,4349,3237,3258,3882,3975,2488,3882,4349,3258,3412,4308,3720,3975,3237,3882,4349,3412,4013,3720,3258,3882,3720,4349,3029,3258,2921,4655,3882,3720,NA,81
0,4017,4693,3751,3915,4556,3861,5017,4642,4353,4684,5042,4870,4584,4491,3810,NA,NA,NA,NA,NA,4017,4693,3751,3915,4556,3861,5017,4642,3810,4684,4017,4693,3751,4556,3915,3861,5017,4642,3810,4684,3751,4693,4556,3915,4584,5017,3810,4684,4642,4693,4556,3915,3861,5017,4491,3810,5042,4870,4353,4684,4693,4556,3915,5017,4353,4491,4693,4556,3915,5017,4353,4684,4017,4693,4556,3915,4584,5017,4353,4684,3751,4017,3915,4584,4693,4556,3751,4584,3861,4017,5017,4463,2575,3915,3751,;;;,82
1,4358,4593,4035,4813,4000,4714,5005,4261,4412,4879,4928,4776,5057,5002,5019,NA,NA,NA,NA,NA,4261,4593,4035,4813,4000,4714,5005,4358,4412,4879,4261,4593,4035,4813,4000,4714,5005,4358,4412,4879,4035,4358,4412,4000,4776,4261,4813,4879,4776,4714,4813,4000,5005,4261,4412,4879,4035,5057,5019,5002,5005,4813,4000,4261,4412,4879,5005,4813,4000,4261,4412,4879,4593,4035,4813,4000,4261,4358,4412,4879,4593,4035,4000,4261,4358,4813,4035,4358,4261,4714,4776,4943,4987,4035,4358,;;;,82
2,4084,4229,4166,4534,3159,4242,4921,4785,4960,4153,4886,5106,1506,3678,3355,NA,NA,NA,NA,NA,4166,4229,4084,4534,4242,4785,4921,4886,4960,3159,4166,4229,4084,4534,4242,4785,4921,4886,4960,3159,4166,4229,4534,3159,4785,4921,4242,4084,4229,4084,3678,4153,4921,4785,4960,3355,1506,5106,3159,4534,4084,3678,4153,4785,4960,3355,4084,3678,4153,4785,4960,3355,4166,4229,3159,4534,4785,4921,4960,3355,4229,4166,3159,4785,4921,4534,4084,4785,4229,4166,4242,4704,3154,4229,4785,;;;,82
3,5069,4490,3886,4766,3856,4607,3341,4576,4882,4429,4043,3240,3142,4623,4257,NA,NA,NA,NA,NA,5069,4607,4490,3341,3856,4043,3240,4576,4429,4882,5069,4607,4490,3341,3856,4043,3240,4576,4429,4882,5069,4607,4490,3856,3240,3341,4882,4429,4043,3240,4429,3856,3886,4576,4623,4882,4607,4490,4766,4257,3240,4429,3856,3886,4623,4882,3240,4429,3856,3886,4623,4882,4043,3142,4429,3856,3341,4490,4623,4882,4043,3142,3856,3341,4490,4429,4043,3341,4490,4607,3886,3122,4815,4490,3341,;;;,82
4,4874,4749,4516,4397,4120,4551,3864,4616,4149,4049,3942,4457,4881,4885,4880,NA,NA,NA,NA,NA,4516,3864,4874,4120,4397,4457,4749,4616,4149,4049,4516,4874,3864,4120,4397,4457,4881,4616,4149,4049,3864,4516,4120,4049,4457,4616,4149,4397,3864,4874,4397,4120,4457,3942,4149,4049,4749,4551,4885,4880,4874,4397,4120,4457,4149,4049,4874,4397,4120,4749,4149,4049,3864,4516,4397,4120,4457,4749,4149,4049,3864,4516,4120,4457,3942,4397,4516,3864,4874,4457,4616,4102,4546,4516,4749,;;;,82
5,4925,4223,4348,4299,4532,3708,3789,4306,3585,4863,5026,4951,3581,4559,3697,NA,NA,NA,NA,NA,4348,4223,4306,3697,4532,4951,3789,3708,4925,4863,4306,4223,4348,3697,4532,4951,3789,3708,4925,4863,4223,4306,3697,4532,3789,4348,3585,4863,4223,4306,4559,4532,3789,4951,3585,3697,NA,NA,NA,NA,4223,4559,4532,4951,3585,3697,4223,4559,4532,4951,3585,3697,4223,4348,3697,4532,3789,4306,3585,4863,4223,3697,4532,3789,3585,4863,4223,4306,3789,4348,4951,4329,4965,4223,4532,;;;,82
6,4293,4323,3944,4026,4354,2947,3807,4075,4197,4235,5085,4770,3666,3478,3448,NA,NA,NA,NA,NA,4293,4770,3666,4197,4026,2947,3807,4075,3448,3478,4075,3807,3666,4197,4026,2947,4770,4293,3448,4235,2947,4323,4354,4026,4075,4770,4197,3448,4293,4323,4354,4235,4075,3807,4197,3448,NA,NA,NA,NA,4323,4354,4235,4293,3478,3448,4323,4354,4235,3807,3478,3448,4293,4323,4354,4026,3666,3807,4197,4235,4293,4770,4197,3666,4026,3448,4770,3666,3944,2947,4293,3746,4632,4770,3944,;;;,82
7,3477,3423,2935,3455,3888,4434,4636,3648,3486,4681,3362,4032,4013,5173,3645,NA,NA,NA,NA,NA,3477,3423,4013,3648,3888,4032,4636,2935,3362,3486,4032,4636,2935,3648,3888,3477,3423,4013,3362,3486,4032,4636,3362,3888,4013,3423,3486,3455,2935,3423,3455,3888,4434,4636,3486,4681,3362,4032,3645,5173,3423,3455,3888,2935,3486,4681,3423,3455,3888,2935,4681,3486,2935,3423,4681,3888,4636,3362,3486,3455,3477,3423,3888,4636,3362,3455,4636,3477,3362,4013,4032,4854,NA,4636,3362,;;;,82
8,4792,4832,4697,4530,4420,4378,4484,4545,4627,4127,4920,3956,4858,5060,4041,NA,NA,NA,NA,NA,4378,4484,4545,4627,4127,4792,4832,4697,4530,4420,4378,4484,4545,4627,4127,4792,4832,4697,4530,4420,4484,4545,4378,4627,3956,4697,4792,4420,4484,4378,4041,4420,4832,4792,4627,4127,3956,4697,4530,5060,4484,4378,4041,3956,4420,4127,4484,4378,4041,3956,4127,4420,4484,4378,4627,4127,4832,4792,4530,4420,4484,4378,4627,3956,4792,4420,4484,4378,4697,4545,4792,4411,4861,4484,4697,;;;,82
9,4718,4774,4809,4730,4822,4340,4003,3911,4759,5127,4727,4978,4993,5137,5036,NA,NA,NA,NA,NA,4727,4003,3911,4730,4822,4718,4774,4809,4759,5137,4727,4003,3911,4730,4822,4718,4774,4809,4759,5137,3911,4003,4727,4822,4809,4774,4759,4718,4340,4003,4759,5127,4727,4774,4730,4822,4718,4978,5137,5036,4340,4759,5127,4727,4730,4822,4340,4759,5127,4718,4730,4822,4809,4774,4730,4822,3911,4003,4759,5127,4809,4774,4730,3911,4003,4822,3911,4003,4809,4774,4718,2828,4973,4809,4340,;;;,82
10,3189,3430,4864,5092,4913,5048,5093,3589,4805,4506,4873,3757,4851,3504,3975,NA,NA,NA,NA,NA,3189,3430,4864,5092,4913,5048,5093,3589,4805,4506,3189,3430,4864,5092,4913,5048,5093,3589,4805,4506,3189,4864,5092,4913,5048,3430,4805,4506,5093,3189,4913,5092,3430,4864,3504,4506,3589,4873,4805,NA,3430,5092,4913,3189,3504,4506,3430,5092,4913,3189,3504,4506,3189,3430,5092,4913,5048,4864,3504,4506,3189,3430,5092,5048,4864,4913,3430,5048,4864,3189,3589,3750,5016,3430,3189,;;;,82
11,4912,4500,4314,4985,4994,4904,4764,4922,3781,4399,5027,5077,3418,4893,2228,NA,NA,NA,NA,NA,4314,4500,4904,4893,4399,4922,4764,4912,3781,4994,4314,4500,5027,4893,4399,4922,4764,4912,4994,3781,4314,4500,4893,4399,4922,4764,4994,3781,4314,4500,4994,4399,4904,4912,4985,3781,4922,5077,4893,2228,4314,4994,4399,4500,4893,3781,4314,4994,4399,4500,4893,3781,5027,4500,4893,4399,4922,4314,3781,4994,5027,4500,4893,4922,4314,4994,4500,3418,4314,4764,4912,3843,5166,4500,4399,;;;,82
12,3662,3524,3898,2952,4849,2544,4028,3606,4972,4620,1170,5135,5056,4090,4713,NA,NA,NA,NA,NA,3662,3524,3898,2952,4849,2544,4028,3606,4972,4620,3662,3524,3898,2952,4849,2544,4028,3606,4972,4620,3662,3524,2952,4849,3898,4028,4972,4620,2544,4028,2952,4620,3606,3524,4972,4849,1170,5135,4090,4713,3524,2952,4620,4028,4972,4849,3524,2952,4620,4028,4972,4849,3662,3524,4972,4849,3898,4028,2952,4620,3662,3524,4972,3898,4028,4849,4972,3524,3662,4028,3898,3900,4830,3606,5056,;;;,82
13,4480,4963,4537,3766,3825,3992,3701,3417,4540,4276,4661,3378,3277,1622,4110,NA,NA,NA,NA,NA,4537,4963,4480,3766,3825,3417,3701,3992,4276,4540,4537,4963,4480,3766,3825,3417,3701,3992,4276,4540,3992,3701,3825,3766,3417,4537,4276,4540,3992,3378,4540,3766,3277,3701,3825,4276,3417,4963,1622,4110,4480,3766,4110,4963,4540,1622,4480,3766,4110,4963,4540,1622,3992,3701,3766,3825,3378,3417,4276,4110,3992,3701,3766,3378,3417,4276,3701,3992,3417,3277,3378,3547,4312,3992,3701,;;;,82
14,4705,4775,4731,4352,4065,3491,3505,3294,4031,3569,4970,4932,3665,5155,3395,NA,NA,NA,NA,NA,4705,4775,4731,4352,4031,3491,3505,3294,3395,5155,4705,4775,4731,4352,4031,3491,3505,3294,3395,5155,4775,4705,4731,4352,3505,3491,3294,4031,4775,4705,4352,4065,3491,3505,4031,3395,4932,4970,5155,3569,4775,4352,4065,3505,3569,3395,4775,4352,4065,3505,3395,3569,4775,4731,4352,4065,3505,4705,4031,3395,4775,4731,4352,3505,4705,3395,4352,3491,3505,4705,4731,5139,4024,4775,3505,;;;,82
15,4918,3287,3496,4866,3321,4415,4695,4860,4214,3178,4706,5158,3879,4939,3738,NA,NA,NA,NA,NA,4918,3287,3496,4860,4866,4415,4695,4706,3738,4214,4918,3287,3496,4860,4866,4415,4695,4706,3738,4214,3496,3287,4866,3738,3879,4415,4214,3321,3879,5158,3178,3321,4860,3287,4939,3738,3496,4695,4866,4214,3287,3178,3321,3879,4939,3738,3287,3178,3321,3879,4939,3738,3496,3287,4866,3321,4415,4695,3738,3178,3287,3496,3321,4695,4415,4866,3287,3496,4415,4918,3879,4478,2595,3496,3287,;;;,82
18,4360,3593,3806,4092,3609,4560,4172,4571,3578,4288,4762,4668,5082,4461,4027,NA,NA,NA,NA,NA,4560,4172,4762,4288,4092,3593,4668,3806,3578,3609,4560,4172,4762,4288,4092,3593,4668,3806,3578,3609,4172,4560,4288,4092,4668,4571,3578,3609,4172,4571,4461,4288,4360,3806,4092,4027,4560,4668,3578,3609,4571,4461,4288,4172,3578,4027,4172,4461,4288,4571,3578,4027,4172,3806,3578,4288,4560,4571,4092,3609,4172,3806,4288,4560,4571,3578,4172,4668,4560,4571,3593,4512,4455,4172,3593,;;;,82
